date,machine,Shaft Speed of Motor (RPM),point,BPFO (Y9),BPFI (Y10),FTF (Y11),BSF (Y12),Severity of bearing defect (Y13),RMS,Peak,Kurtosis,Skewness,Crest_Factor
12/4/2025,G-610B,2960,M2A,2,1,2,3,3,1.5383309677838743,5.821,2.9987360823141276,0.13917116754346345,3.783971149190187
12/4/2025,G-610B,2960,P1H,1,1,1,1,1,0.27526319153540635,0.904,2.6565192517948435,-0.028578866090745725,3.284129617757923
12/4/2025,G-610B,2960,P1V,1,1,1,1,1,0.37760344058263523,1.235,2.5910443466429074,-0.13142923210535323,3.2706269786483344
12/4/2025,G-610B,2960,P2H,1,1,1,1,1,292.1466151865635,799.8,3.055917994445858,1.2343415622055982,2.737666494918147
12/4/2025,G-610B,2960,P2V,1,1,1,1,1,0.32250378500155935,1.147,2.614234266630063,-0.024739192871678254,3.5565474060853397
12/4/2025,G-610B,2960,P2A,1,1,1,1,1,0.24225448669372915,0.883,2.559957261307666,-0.17978145703154128,3.6449273326208194
1/27/2025,P-1100B,2975,M1H,1,1,1,2,2,0.22946500686561,0.917,2.9339455774191188,0.02478002846779927,3.9962520321761144
1/27/2025,P-1100B,2975,M1V,1,1,1,2,2,1034.7190311532268,2993.9,4.30450710863582,1.6614784336642545,2.893442480383496
1/27/2025,P-1100B,2975,M2H,1,1,1,3,3,1043.2600821498818,2973.0,3.8003683132968953,1.5099446234146983,2.8497208422596185
1/27/2025,P-1100B,2975,M2V,1,1,1,2,2,1281.734730800604,2918.6,2.1915903135333337,0.8428020807402908,2.2770702313551014
1/27/2025,P-1100B,2975,M2A,1,1,1,1,1,846.2474315005225,2901.4,6.058004931066795,2.101965867684651,3.4285480723473354
1/27/2025,P-1100B,2975,P1H,1,1,1,1,1,1533.0680786378234,2882.4,1.6353929141536419,0.27049567517231965,1.8801513384592146
1/27/2025,P-1100B,2975,P1V,1,1,1,1,1,1019.732681854988,2865.6,4.119475997929654,1.6106225324618628,2.8101482388376615
1/27/2025,P-1100B,2975,P1A,1,1,1,1,1,1656.0120813089634,2986.7,1.6553754087305819,0.13008082539121638,1.8035496441784526
1/27/2025,P-1100B,2975,P2H,1,1,1,1,1,935.3121207301128,2968.2,5.635773026849179,2.006993312280028,3.173486084712552
1/27/2025,P-1100B,2975,P2V,1,1,1,1,1,1352.4772886070257,2856.8,1.9081446901660755,0.6565435427509573,2.1122720684961305
1/27/2025,P-1100B,2975,P2A,1,1,1,1,1,1209.1163936055646,2877.1,2.448744824080647,0.9812366692827423,2.379506237129526
2/6/2025,P-1100B,2975,M1H,1,1,1,2,2,571.6440978793959,2849.0,15.59786076810043,3.6655644157609895,4.983870227242467
2/6/2025,P-1100B,2975,M1V,1,1,1,2,2,489.8895314518094,2464.1,17.40315627086258,3.898567831468435,5.029909483261522
2/6/2025,P-1100B,2975,M2H,1,1,1,3,3,1082.1408967471637,2977.5,3.389208197341897,1.3713780852721378,2.7514901330780006
2/6/2025,P-1100B,2975,M2V,1,1,1,2,2,396.62916412203464,2985.5,39.42494430493559,5.985459937571532,7.527182239885474
2/6/2025,P-1100B,2975,M2A,1,1,1,1,1,1025.3683114800638,2945.5,4.082780582292432,1.5945896914278175,2.8726263207298945
2/6/2025,P-1100B,2975,P1H,1,1,1,1,1,0.37401840130362574,1.089,2.2852930929284954,-0.10622165930423404,2.911621450186235
2/6/2025,P-1100B,2975,P1V,1,1,1,1,1,0.5106646254953106,1.72,2.617931318471992,-0.02722968772531941,3.3681596768754347
2/6/2025,P-1100B,2975,P1A,1,1,1,1,1,876.2787779540021,2910.4,6.163940074478901,2.1292229307850015,3.3213174542414556
2/6/2025,P-1100B,2975,P2H,1,1,1,1,1,1283.0495300430725,2921.5,2.316563930257192,0.9201989191727915,2.2769970539655815
2/6/2025,P-1100B,2975,P2V,1,1,1,1,1,1404.754494553483,2968.4,1.8655580348936704,0.5905372739494194,2.113109451871545
2/6/2025,P-1100B,2975,P2A,1,1,1,1,1,1234.9271494578145,2885.5,2.460353262054793,0.9954450345225225,2.3365750775394782
4/25/2025,P-1100B,2975,M1H,1,1,1,2,2,0.28779954561994076,0.976,2.45210511298664,-0.003920044566836624,3.3912492735095405
4/25/2025,P-1100B,2975,M1V,1,1,1,2,2,827.9910323736185,2942.6,6.480499021079351,2.192291214572942,3.5539032247298494
4/25/2025,P-1100B,2975,M2H,1,1,1,3,3,1601.726467979781,2985.9,1.6405882094542477,0.23844844392474818,1.8641759749191407
4/25/2025,P-1100B,2975,M2V,1,1,1,2,2,1229.1365135779681,2935.7,2.6265474923694674,1.0728104011168933,2.388424692920636
4/25/2025,P-1100B,2975,M2A,1,1,1,1,1,1130.9896352342912,2800.2,2.8220800676360644,1.1601378909478142,2.4758847585901367
4/25/2025,P-1100B,2975,P1H,1,1,1,1,1,847.1532722524032,2754.9,6.064233763515669,2.1098574462856603,3.251949901197097
4/25/2025,P-1100B,2975,P1V,1,1,1,1,1,590.5068552978855,2997.3,17.165254025151164,3.8603875338358535,5.075808981909262
4/25/2025,P-1100B,2975,P1A,1,1,1,1,1,0.700110704212805,3.045,3.053858382141337,-0.023625336402468236,4.349312161172792
4/25/2025,P-1100B,2975,P2H,1,1,1,1,1,1524.6707130002708,2969.9,1.6826698395030342,0.3559889464285017,1.9478960110382029
4/25/2025,P-1100B,2975,P2V,1,1,1,1,1,0.35168738582319653,1.42,3.0068277029967674,-0.006342412046108182,4.037676804006486
4/25/2025,P-1100B,2975,P2A,1,1,1,1,1,601.5999172768212,2774.2,14.021220069547446,3.4588633492287704,4.611370314938848
10/30/2025,P-3301C,990,M1H,1,2,1,1,2,0.867207249317274,3.187,2.771016797418549,0.017365280725752764,3.6750154043442653
10/30/2025,P-3301C,990,M1V,1,1,1,1,1,0.9182606215130901,3.974,2.717291520774961,0.015236878294943284,4.32774738118654
10/30/2025,P-3301C,990,M2H,1,2,1,1,2,1127.6937341202542,3068.4,3.5510723170587575,1.4237267599562935,2.7209515377805533
10/30/2025,P-3301C,990,M2V,1,2,1,1,2,0.407895392560363,1.848,3.0348150286270354,-0.030729302238234658,4.530573361959515
10/30/2025,P-3301C,990,M2A,1,1,1,1,1,1247.1830739421418,3199.8,2.800881253635336,1.126480682027936,2.565621733372275
10/30/2025,P-3301C,990,P1H,1,1,1,3,3,1.5146945468922544,6.362,2.9886243576664913,-0.01608508271144034,4.200186772345033
10/30/2025,P-3301C,990,P1V,1,1,2,4,4,1.606299535577034,5.872,2.9244300572363633,-0.024691974571194465,3.6556071081042742
10/30/2025,P-3301C,990,P1A,1,1,2,2,2,1.2193492847607121,6.696,3.1742869430057015,0.11866149746124872,5.491453584043425
10/30/2025,P-3301C,990,P2H,1,1,1,4,4,5.2097675263491645,21.04,2.9734018819828116,-0.09935076849744781,4.038567919506409
10/30/2025,P-3301C,990,P2V,1,1,1,4,4,2.912260121298863,13.46,3.9432676068035257,-0.12624701917368794,4.621839890454862
10/30/2025,P-3301C,990,P2A,1,1,1,4,4,3.9963847091078355,17.61,2.9883104371588023,0.0344441795460057,4.4064826791741245
6/7/2024,G-1500D,995,M1H,1,1,1,1,1,583.776432250277,1599.8,3.6872273893701695,1.4727708945770386,2.7404326581552243
6/7/2024,G-1500D,995,M1V,1,1,1,1,1,395.27933458749953,1434.8,7.810687369439442,2.4685142725751055,3.629838128262662
6/7/2024,G-1500D,995,M2H,1,1,1,1,1,743.5390839451168,1599.8,1.8759983980758925,0.5719002047796706,2.151601757787472
6/7/2024,G-1500D,995,M2V,1,1,1,1,1,800.9865101087605,1594.3,1.7103219347088154,0.3736148052883689,1.9904205375238102
6/7/2024,G-1500D,995,M2A,1,1,1,1,1,637.4632424815712,1599.8,2.5748216282969683,1.0313429598972246,2.5096348987467296
6/7/2024,G-1500D,995,P1H,2,2,1,2,2,1.5768874987900476,7.189,3.089680148834632,0.07148155817990992,4.55898090733559
6/7/2024,G-1500D,995,P1V,2,3,1,2,3,1.7517284526162502,6.323,2.9145694729870324,0.00632002712989686,3.6095777233945374
6/7/2024,G-1500D,995,P2H,2,2,1,2,2,0.5144901010867079,2.145,3.1056094646600605,-0.012389116681401285,4.169176424326383
6/7/2024,G-1500D,995,P2V,2,2,1,2,2,0.5439220428752506,2.114,3.1057058389150676,-0.034464427342569756,3.8865863733433015
6/7/2024,G-1500D,995,P2A,2,2,1,1,2,0.7428968049107373,3.138,3.088047023298549,-0.03892852731458434,4.224005244412171
6/10/2024,G-1500D,995,M1H,1,1,1,1,1,372.90144395743573,1463.9,9.438622445387438,2.761362127677419,3.925702149244278
6/10/2024,G-1500D,995,M1V,1,1,1,1,1,278.24772124584103,1599.8,16.132783810575006,3.7252550233776884,5.7495529265683505
6/10/2024,G-1500D,995,M2H,1,1,1,1,1,781.3600912186012,1577.0,1.725069610830947,0.3958721623511551,2.0182755911432935
6/10/2024,G-1500D,995,M2V,1,1,1,1,1,465.4525204757277,1536.3,5.5507796821417,1.984067685950001,3.3006588908999466
6/10/2024,G-1500D,995,M2A,1,1,1,1,1,677.1379364055891,1599.8,2.212807814386268,0.8511624702661958,2.3625910084023984
6/10/2024,G-1500D,995,P1H,2,2,1,2,2,1.5521660072901389,6.343,3.13145811774764,-0.05843937395989668,4.086547424829884
6/10/2024,G-1500D,995,P1V,2,3,1,2,3,1.5087135229277746,6.816,3.157101577272298,0.07889348447036906,4.517756284687518
6/10/2024,G-1500D,995,P2H,2,2,1,2,2,0.6553910887600427,2.712,3.0960420493923464,-0.03773091289332963,4.137987297219631
6/10/2024,G-1500D,995,P2V,2,2,1,2,2,0.7568834153890326,2.929,3.059401754855483,-0.037028881853902414,3.8698165932127275
6/10/2024,G-1500D,995,P2A,2,2,1,1,2,0.6670218994526081,2.505,3.0058282963996303,0.023163042860114426,3.7554988855024543
8/30/2024,G-1500D,995,M1H,1,1,1,1,1,716.2490551673706,1599.8,1.9948835440111723,0.6788785505328447,2.2335806078322356
8/30/2024,G-1500D,995,M1V,1,1,1,1,1,713.3933719142377,1599.8,2.049609633582971,0.7253595095633083,2.2425215357794546
8/30/2024,G-1500D,995,M2H,1,1,1,1,1,780.5040056344386,1593.8,1.7462105805393822,0.4242499534508056,2.0420138634707805
8/30/2024,G-1500D,995,M2V,1,1,1,1,1,676.4781010777125,1598.4,2.300353522562586,0.8824128701999753,2.3628259325077234
8/30/2024,G-1500D,995,M2A,1,1,1,1,1,579.6381148576874,1599.8,2.748333550276048,1.1200958680566429,2.7599979349059587
8/30/2024,G-1500D,995,P1H,2,2,1,2,2,1.4516687212333519,6.007,3.008888730247637,-0.0022738867231687364,4.137996439639751
8/30/2024,G-1500D,995,P1V,2,3,1,2,3,1.2412623045763562,4.994,2.927839810332264,-0.07596235437232597,4.023323661395208
8/30/2024,G-1500D,995,P2H,2,2,1,2,2,0.5583317132157387,2.156,2.970581641215672,0.05000789095921489,3.861503742251023
8/30/2024,G-1500D,995,P2V,2,2,1,2,2,0.5561683617639512,2.161,2.9760685735484325,0.021914065759893978,3.8855140791291016
8/30/2024,G-1500D,995,P2A,2,2,1,1,2,0.662913884062708,2.676,3.0437370540904807,0.055752559578475934,4.036723418130831
9/6/2024,G-1500D,995,M1H,1,1,1,1,1,602.2522724216889,1494.3,2.7161171403530626,1.1093130574474248,2.4811861547509637
9/6/2024,G-1500D,995,M1V,1,1,1,1,1,823.4634676618456,1590.4,1.6725806836385735,0.27619194830261645,1.931354653189176
9/6/2024,G-1500D,995,M2H,1,1,1,1,1,522.2226407368121,1568.6,4.20487523428429,1.6167989552200106,3.0036997204618276
9/6/2024,G-1500D,995,M2V,1,1,1,1,1,775.7281371465733,1599.8,1.7757079002853162,0.4821265921690094,2.06232044886844
9/6/2024,G-1500D,995,M2A,1,1,1,1,1,257.6946229200714,1583.4,18.744849848152178,4.045892113822676,6.144482108542559
9/6/2024,G-1500D,995,P1H,3,3,1,2,3,1.432415885730252,5.293,3.0510226487746643,0.026555299430485884,3.6951558920345295
9/6/2024,G-1500D,995,P1V,3,3,1,2,3,1.3039347937390282,5.21,3.0517538537803715,-0.06815045552578466,3.995598572119043
9/6/2024,G-1500D,995,P2H,3,3,1,2,3,0.5629305209989666,2.294,2.966858830879142,0.02489586083899283,4.075103257732603
9/6/2024,G-1500D,995,P2V,2,2,1,2,2,0.5634887385133766,2.348,2.975630375092123,0.01311872005920673,4.166897826910628
9/6/2024,G-1500D,995,P2A,2,2,1,1,2,0.7058725512293997,2.833,3.0126623270950583,0.0049082630841135524,4.013472396774515
12/17/2024,G-1500D,995,M1H,1,1,1,1,1,525.8575880431722,1571.3,4.292023427140512,1.6477408638032334,2.988071363288949
12/17/2024,G-1500D,995,M1V,1,1,1,1,1,529.4944986618597,1599.8,3.9267108089981395,1.5481035782461587,3.0213722787357
12/17/2024,G-1500D,995,M2H,1,1,1,1,1,647.6353977653051,1531.6,2.1501555943318333,0.8156945027673915,2.36491088239595
12/17/2024,G-1500D,995,M2V,1,1,1,1,1,815.1792488483152,1599.8,1.6822798934303034,0.3395277278450428,1.962513155554679
12/17/2024,G-1500D,995,M2A,1,1,1,1,1,656.8184057714743,1599.8,2.5433739444108254,1.0249225372971438,2.4356808304129887
12/17/2024,G-1500D,995,P1H,3,3,1,2,3,1.4188657671518163,6.542,3.039693172697941,-0.04008879513536913,4.610725095674266
12/17/2024,G-1500D,995,P1V,3,3,1,2,3,1.4217020439494414,6.055,3.0951755875295137,-0.07130462075071609,4.2589795982704
12/17/2024,G-1500D,995,P2H,3,3,1,2,3,0.51433540722755,1.799,2.9927496385936903,-0.0017886852891356784,3.4977175880176072
12/17/2024,G-1500D,995,P2V,2,2,1,2,2,0.5548066011450047,2.115,3.0461753850412907,-0.015494331440975319,3.8121392132593286
12/17/2024,G-1500D,995,P2A,2,2,1,1,2,0.6937292644986767,2.685,3.002921725359624,0.03620723166722827,3.8703859522782493
1/17/2025,G-1500D,995,M1H,1,1,1,1,1,567.5022655775582,1579.1,3.6281534420017305,1.4524884025696385,2.7825439575874094
1/17/2025,G-1500D,995,M1V,1,1,1,1,1,516.9449859456082,1599.8,4.186992068641797,1.6148020223887687,3.094720025330369
1/17/2025,G-1500D,995,M2H,1,1,1,1,1,614.2465769117443,1593.6,3.0618632847306553,1.2480238227433211,2.594397852426242
1/17/2025,G-1500D,995,M2V,1,1,1,1,1,651.6402631171076,1599.8,2.3636090817355178,0.92308298652866,2.4550355319473205
1/17/2025,G-1500D,995,M2A,1,1,1,1,1,440.67657709418967,1599.8,7.222264967374224,2.3421422140745345,3.6303268273277447
1/17/2025,G-1500D,995,P1H,3,3,1,2,3,1.467375061960847,6.625,3.0556627912144134,-0.02081528363012747,4.514864789338208
1/17/2025,G-1500D,995,P1V,3,3,1,2,3,1.3506817456265374,5.72,3.246887704608407,-0.07951202126060092,4.234898427050761
1/17/2025,G-1500D,995,P2H,3,3,1,2,3,0.5598666391072119,2.047,2.9976155292326965,-0.008259485159451253,3.6562278532334718
1/17/2025,G-1500D,995,P2V,2,2,1,2,2,0.5495668692174367,2.257,3.0642799216456944,0.0723816905738507,4.106870567386798
1/17/2025,G-1500D,995,P2A,2,2,1,1,2,0.6888472378153944,2.699,3.0019420621648183,0.04690887804352265,3.9181401213999068
2/7/2025,G-1500D,995,M1H,1,1,1,1,1,704.0143026090493,1540.8,1.8689598731525265,0.6049424828653795,2.1885918997523994
2/7/2025,G-1500D,995,M1V,1,1,1,1,1,695.8744559434266,1593.6,2.057458599173339,0.7393827468467661,2.290068253532153
2/7/2025,G-1500D,995,M2H,1,1,1,1,1,511.6440911833073,1566.4,4.494453851838377,1.7097231610757453,3.061503156182848
2/7/2025,G-1500D,995,M2V,1,1,1,1,1,604.9613937762122,1575.8,2.9656822653033554,1.2093279502345586,2.6047943161525464
2/7/2025,G-1500D,995,M2A,1,1,1,1,1,743.2296822056562,1599.8,1.9351035728534027,0.652731590736336,2.152497455769434
2/7/2025,G-1500D,995,P1H,3,3,1,2,3,1.4113211489876547,6.113,3.319552796691573,-0.010966941104399068,4.33140253328229
2/7/2025,G-1500D,995,P1V,3,3,1,2,3,1.214577733014611,5.464,3.2078161864373063,-0.06819514100884984,4.4986828355878234
2/7/2025,G-1500D,995,P2H,3,3,1,2,3,0.5195319972515773,2.495,3.0897735825501313,0.0654321357794874,4.802399107656551
2/7/2025,G-1500D,995,P2V,2,2,1,2,2,0.568193513744463,2.494,2.9916802147719546,0.025392854284780896,4.389349648791734
2/7/2025,G-1500D,995,P2A,2,2,1,1,2,0.6445779578786098,2.315,2.988003560798701,0.04503089167729629,3.5914973071976695
12/19/2025,G-1500D,995,M1H,1,1,1,1,1,708.5763685693129,1564.1,2.026658017305694,0.7213080767852784,2.2073838041735367
12/19/2025,G-1500D,995,M1V,1,1,1,1,1,724.637426446487,1599.8,2.034778791547285,0.7220284835463903,2.207724776023754
12/19/2025,G-1500D,995,M2H,1,1,1,1,1,765.3130794978148,1567.2,1.765058551055732,0.48392444201858603,2.047789384480884
12/19/2025,G-1500D,995,M2V,1,1,1,1,1,529.435701647996,1530.5,4.2737897363468464,1.6524202443935188,2.8908137385445496
12/19/2025,G-1500D,995,M2A,1,1,1,1,1,680.1727077893894,1560.0,2.1551863799468403,0.8086537977188307,2.2935351303202287
12/19/2025,G-1500D,995,P1H,3,3,1,2,3,1.346279905077299,6.161,3.3368545923330313,0.07165790149651459,4.57631431380999
12/19/2025,G-1500D,995,P1V,3,3,1,2,3,1.3454391453890853,6.323,3.2686143830443024,-0.03394321057648073,4.699580818403692
12/19/2025,G-1500D,995,P2H,3,3,1,2,3,0.6062943218596379,2.339,2.9382810732063165,-0.01763386322845732,3.857862288443957
12/19/2025,G-1500D,995,P2V,2,2,1,2,2,0.5530685166605434,2.375,3.0743220614007427,0.006430107334255027,4.294223823009081
12/19/2025,G-1500D,995,P2A,2,2,1,1,2,0.6570106339456583,2.558,2.9837079992795426,0.0043779323804159715,3.893392082009396
12/4/2025,P-2425B,2920,M1H,1,1,1,1,1,249.98049985580667,706.4,4.04740689352747,1.5902971261363925,2.8258204156222764
12/4/2025,P-2425B,2920,M1V,1,1,1,1,1,343.02053309315147,799.8,2.36749150460066,0.9409195433367828,2.331638846187684
12/4/2025,P-2425B,2920,M1A,1,1,1,1,1,170.7289767310962,664.8,9.36452629962167,2.7537852307709696,3.8938908481076533
12/4/2025,P-2425B,2920,M2H,1,1,1,1,1,156.49245197249328,799.8,17.157151702508152,3.8594217965471844,5.110789625435615
12/4/2025,P-2425B,2920,M2V,1,1,1,1,1,361.3028438976323,799.8,2.0187910895432415,0.7122309866693763,2.2136554237215105
12/4/2025,P-2425B,2920,M2A,1,1,1,1,1,385.10809394194956,799.2,1.807766635822654,0.5278339835897317,2.0752614981924267
12/4/2025,P-2425B,2920,P1H,1,1,1,1,1,343.6789644592519,799.8,2.129401715919648,0.7845367596077544,2.327171816460788
12/4/2025,P-2425B,2920,P1V,1,1,1,1,1,373.33461167871826,780.1,1.8329660704876185,0.568986462039066,2.0895464165303084
12/4/2025,P-2425B,2920,P1A,1,1,1,1,1,317.35374554598917,799.8,2.830087979620726,1.1520449075526629,2.5202160403810243
12/4/2025,P-2425B,2920,P2H,1,1,1,1,1,285.8485036758191,799.8,3.549815984458502,1.410939705581287,2.797985610262468
12/4/2025,P-2425B,2920,P2V,1,1,1,1,1,270.5125156674478,799.8,4.399378764248992,1.6859352787396829,2.9566099669237746
12/4/2025,P-2425B,2920,P2A,1,1,1,1,1,325.2655098286961,775.0,2.4251777321053654,0.9701270760429906,2.3826688553857447
8/13/2025,P-2425B,2920,M1H,1,1,1,1,1,218.59590447686242,799.8,7.832741847996165,2.470037743566424,3.658805968547576
8/13/2025,P-2425B,2920,M1V,1,1,1,1,1,0.23434857070776735,0.641,2.256961218795237,-0.0003749196572267303,2.7352417728176674
8/13/2025,P-2425B,2920,M1A,1,1,1,1,1,255.45492701011895,799.8,3.9144196558466526,1.5376916993857428,3.1308850033192694
8/13/2025,P-2425B,2920,M2H,1,1,1,1,1,249.9983328680969,796.5,5.078480018154782,1.864444689459176,3.186021246070653
8/13/2025,P-2425B,2920,M2V,1,1,1,1,1,396.32834001789087,799.8,1.7352694547258618,0.41597641499198584,2.0180237425461316
8/13/2025,P-2425B,2920,M2A,1,1,1,1,1,359.9602403622638,799.8,2.0455965107356775,0.7263760559723477,2.2219120622741046
8/13/2025,P-2425B,2920,P1H,1,1,1,1,1,220.96290237071676,740.0,6.346359758011412,2.1682316942511113,3.3489784577434523
8/13/2025,P-2425B,2920,P1V,1,1,1,1,1,388.243177965012,776.2,1.7120241079647023,0.41288343028722635,1.9992624315215919
8/13/2025,P-2425B,2920,P1A,1,1,1,1,1,457.58509462501854,799.8,1.78698331621769,0.005008525918455258,1.7478716186230223
8/13/2025,P-2425B,2920,P2H,1,1,1,1,1,303.1193478912405,771.7,2.8139866737136616,1.1442172274391762,2.545861903466771
8/13/2025,P-2425B,2920,P2V,1,1,1,1,1,411.9681776631661,799.8,1.6726399109601413,0.3121199365463021,1.9414120880325212
8/13/2025,P-2425B,2920,P2A,1,1,1,1,1,360.64696364848743,799.8,2.038839695458841,0.7236321553888874,2.217681224621491
4/22/2025,P-2425B,2920,M1H,1,1,1,1,1,255.8067799228187,799.8,4.428490878202708,1.687489522699382,3.126578584982436
4/22/2025,P-2425B,2920,M1V,1,1,1,1,1,193.48121461082349,690.6,7.51833536177973,2.4140599444091646,3.5693387670172676
4/22/2025,P-2425B,2920,M1A,1,1,1,1,1,0.07807597627496606,0.239,2.4462224176295355,-0.05748269260795338,3.061120864608797
4/22/2025,P-2425B,2920,M2V,1,1,1,1,1,310.8392888345098,793.6,2.7889568531553333,1.13434853654589,2.5530878125979473
4/22/2025,P-2425B,2920,M2A,1,1,1,1,1,412.3997567352623,799.8,1.6719111001442017,0.30517067158911826,1.9393803874463171
4/22/2025,P-2425B,2920,P1V,1,1,1,1,1,47.98042163658962,695.7,140.3208110248517,11.452982750989493,14.499664160297058
4/22/2025,P-2425B,2920,P1A,1,1,1,1,1,228.77283364831047,747.3,5.580264108952111,1.991872840426021,3.2665591804873766
12/17/2024,P-2425B,2920,M1H,1,1,1,1,1,0.07471394821328337,0.224,2.6517946248376147,-0.08406529519020407,2.9981014972004267
12/17/2024,P-2425B,2920,M1V,1,1,1,1,1,0.24931310714253754,0.645,2.230659467082287,-0.01813395095956961,2.5871082647541668
12/17/2024,P-2425B,2920,M2H,1,1,1,1,1,154.71160515606456,799.8,15.436805899075392,3.636057803357035,5.169618653967204
12/17/2024,P-2425B,2920,M2V,1,1,1,1,1,265.5245116414004,799.8,4.397561791682485,1.6800068704557547,3.0121512889934476
12/17/2024,P-2425B,2920,M2A,1,1,1,1,1,290.6093912824548,725.4,2.6456376552386445,1.0794103911132311,2.4961340609084273
12/17/2024,P-2425B,2920,P1H,1,1,1,1,1,248.54786540025196,709.0,4.153756096112756,1.6214901790687213,2.852569258071292
12/17/2024,P-2425B,2920,P1V,1,1,1,1,1,327.46503025781834,799.8,2.6836481473272444,1.0949327604916015,2.442398198581097
12/17/2024,P-2425B,2920,P2H,1,1,1,1,1,375.83941073182496,796.3,1.814922946424194,0.5271192694394463,2.1187240541098786
12/17/2024,P-2425B,2920,P2V,1,1,1,1,1,176.55605293735226,739.3,10.612490339517937,2.9542732832277085,4.187338738606301
12/17/2024,P-2425B,2920,P2A,1,1,1,1,1,123.32998569282356,799.8,28.94525245258168,5.100989061096053,6.4850408885317785
8/16/2024,P-2425B,2920,M1H,1,1,1,1,1,281.9395995092209,799.8,3.8542759079770814,1.518413481461252,2.8367778112483357
8/16/2024,P-2425B,2920,M1V,1,1,1,1,1,0.23566245030941999,0.574,2.0832919358007986,0.006169502366636373,2.435687141699281
